objectid,catalog number,unit_quad,area,ctx,mat class 1,mat type 1,mat class 2,mat type 2,object name,object description,manufacture 1,item count,portion represented,date start,date end,comments,most representative photo,for website,display_template,object_location,image_small,image_thumb
23-01012,23-01012,AREA 8,,SURFACE,ORGANIC,PAPER,,,TICKET,TICKET,,1,BODY,,,"""KEEP THIS COUPON...9970644...COIN-TAINER""",A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1012.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1012.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1012.1a_th.jpg
23-01026,23-01026,AREA 8,,SURFACE,ORGANIC,PAPER,,,PAPER,CARD NOTE,,1,BODY,,,NOTE STATES: 208 310 4337 SAMUEL,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1026.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1026.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1026.1a_th.jpg
23-01032,23-01032,AREA 8,,SURFACE,SYNTHETIC,FIBER SYNTHETIC,SYNTHETIC,LATEX,BALOON,BALOON,,2,BODY,,,END TIES OF THREE BLUE BALLOONS TIED TO BLUE STRING,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1032.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1032.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1032.1g_th.jpg
23-01033,23-01033,AREA 8,,SURFACE,SYNTHETIC,PLASTIC MISC,,,FORK,FORK DISPOSABLE,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1033.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1033.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1033.1a_th.jpg
23-01037,23-01037,AREA 6,,SURFACE,SYNTHETIC,PLASTIC MISC,,,CANDY WRAPPER,CANDY WRAPPER,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1037.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1037.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1037.1a_th.jpg
23-01039,23-01039,AREA 6,,SURFACE,SYNTHETIC,PLASTIC MISC,,,WRAPPER,WRAPPER,,2,BODY,,,BARCODE WITH BARCODE NUMBERS,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1039.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1039.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1039.1g_th.jpg
23-01046,23-01046,AREA 6,,SURFACE,SYNTHETIC,PLASTIC MISC,,,TAPE,ELECTRICAL TAPE,,1,BODY,,,,E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1046.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1046.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1046.1e_th.jpg
23-01073,23-01073,QUAD 11,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,PLASTIC UNIDENTIFIED,PLASTIC UNIDENTIFIED,,1,BODY,,,UNSURE OF WHAT THIS IS REMINDS ME OF GOPRO,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1073.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1073.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1073.1a_th.jpg
23-01093,23-01093,UNIT 22,DOWNHILL,7,METAL,IRON,,,CAP,CAP BOTTLE,,1,LID/CAP,,,Coca Cola bottle lid,H,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1093.1h.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1093.1h_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1093.1h_th.jpg
23-01117,23-01117,UNIT 20,DOWNHILL,1,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,14,WHOLE/ENTIRE/COMPLETE,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1117.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1117.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1117.1g_th.jpg
23-01140,23-01140,UNIT 20,DOWNHILL,6,METAL,BRASS,,,SHOTGUN SHELL,SHELL BASE,,1,BASE,,,Base of a Winchester shotgun shell (New Rival) Most likely No10 According to a website they were raged 1897-1929,E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1140.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1140.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1140.1e_th.jpg
23-01148,23-01148,QUAD 4,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,MAKEUP CASE,LIPSTICK,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1148.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1148.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1148.1a_th.jpg
23-01165,23-01165,QUAD 1,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,METAL,METAL UNIDENTIFIED,TOY,TOY CAR,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1165.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1165.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1165.1a_th.jpg
23-01175,23-01175,UNIT 20,DOWNHILL,6,METAL,IRON,,,GEAR,,,1,HEAD,,,PROBABLY A GEAR? HAS A ROUND HEAD ON THE TOP WITH A  CUBE ATTACHED TO IT WHICH HAS A ROUND HOLLOW INSIDE,B,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1175.1b.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1175.1b_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1175.1b_th.jpg
23-01182,23-01182,QUAD 4,DOWNHILL,SURFACE,METAL,ALUMINUM,,,CAP/LID,CAP BOTTLE,,1,LID/CAP,,,NO. 3501273 ,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1182.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1182.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1182.1a_th.jpg
23-01199,23-01199,QUAD 5,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,CAP/LID,CAP/LID,,1,LID/CAP,,,"""SUPPORT EDUCATION...TRY AGAIN"" ON UNDERSIDE OF CAP",A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1199.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1199.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1199.1a_th.jpg
23-01200,23-01200,QUAD 5,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,MAKEUP CASE,LIP BALM,,1,BODY,,,INGREDIENTS LISTED AS WELL AS CONTACT INFORMATION ON BACKSIDE,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1200.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1200.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1200.1a_th.jpg
23-01202,23-01202,QUAD 5,DOWNHILL,SURFACE,METAL,METAL UNIDENTIFIED,SYNTHETIC,PLASTIC MISC,TUBE,PAINT,,1,BODY,,,POSSIBLE PAINT TUBE OR COSMETIC CREAM TUBE,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1202.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1202.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1202.1a_th.jpg
23-01207,23-01207,QUAD 5,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,NECKLACE,GLOWSTICK,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1207.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1207.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1207.1a_th.jpg
23-01209,23-01209,AREA 2,,SURFACE,SYNTHETIC,PLASTIC MISC,,,CANDY WRAPPER,CANDY WRAPPER,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1209.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1209.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1209.1a_th.jpg
23-01211,23-01211,AREA 2,,SURFACE,SYNTHETIC,ELASTIC,SYNTHETIC,FIBER SYNTHETIC,HAIR ACCESSORY,HAIR ELASTIC,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1211.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1211.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1211.1a_th.jpg
23-01221,23-01221,AREA 2,,SURFACE,ORGANIC,WOOD,,,PENCIL,PENCIL WOOD,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1221.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1221.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1221.1a_th.jpg
23-01224,23-01224,AREA 2,,SURFACE,ORGANIC,PAPER,,,PAPER,PAPER,,1,BODY,,,POSSIBLE MATH HOMEWORK WITH MATH EQUATIONS WRITTEN IN BLUE INK,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1224.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1224.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1224.1a_th.jpg
23-01225,23-01225,AREA 2,,SURFACE,SYNTHETIC,PLASTIC MISC,,,PACKET,OXYGEN ABSORBER,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1225.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1225.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1225.1a_th.jpg
23-01236,23-01236,AREA 2,,SURFACE,SYNTHETIC,PLASTIC MISC,,,PLASTIC UNIDENTIFIED,PLASTIC UNIDENTIFIED,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1236.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1236.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1236.1a_th.jpg
23-01239,23-01239,AREA 2,,SURFACE,ORGANIC,PAPER,,,STICKER,STICKER,,1,BODY,,,FRUIT STICKER,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1239.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1239.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1239.1a_th.jpg
23-01242,23-01242,AREA 2,,SURFACE,ORGANIC,WOOD,METAL,METAL UNIDENTIFIED,PENCIL,PENCIL WOOD,,1,BODY,,,WHOLE PENCIL THAT HAS BEEN USED AND SHARPENED TO ABOUT 2 INCHES IN LENGTH,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1242.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1242.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1242.1a_th.jpg
23-01243,23-01243,AREA 2,,SURFACE,SYNTHETIC,PLASTIC MISC,,,CANDY WRAPPER,CANDY WRAPPER,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1243.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1243.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1243.1a_th.jpg
23-01244,23-01244,QUAD 4,DOWNHILL,SURFACE,METAL,IRON,,,POCKET KNIFE,,,1,WHOLE/ENTIRE/COMPLETE,,,"POCKET KNIFE, OPENED, ONE BALDE IS OUT, THE POINT IS BROKEN OFF, THE SECOND BLADE IS RUSTED INTO THE SOCKET",F,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1244.1f.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1244.1f_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1244.1f_th.jpg
23-01248,23-01248,UNIT 20,DOWNHILL,4,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,1,WHOLE/ENTIRE/COMPLETE,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1248.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1248.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1248.1a_th.jpg
23-01262,23-01262,AREA 8,,SURFACE,METAL,ALUMINUM,,,CAN,CAN SODA,,1,WHOLE/ENTIRE/COMPLETE,2019-12-23,,"LIGHT GREEN, 355ML",E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1262.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1262.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1262.1e_th.jpg
23-01263,23-01263,AREA 8,,SURFACE,METAL,NICKLE,METAL,COPPER,COIN,,,1,WHOLE/ENTIRE/COMPLETE,2013,,FIVE CENT,E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1263.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1263.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1263.1e_th.jpg
23-01283,23-01283,QUAD 6,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,WRAPPER,WRAPPER,,3,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1283.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1283.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1283.1g_th.jpg
23-01300,23-01300,QUAD 7,DOWNHILL,SURFACE,SYNTHETIC,FIBER SYNTHETIC,SYNTHETIC,ELASTIC,HAIR ACCESSORY,HAIR ACCESSORY,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1300.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1300.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1300.1a_th.jpg
23-01301,23-01301,QUAD 7,DOWNHILL,SURFACE,ORGANIC,PAPER,,,ADVERTISEMENT,ADVERTISEMENT,,2,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1301.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1301.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1301.1g_th.jpg
23-01313,23-01313,QUAD 7,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,PEN,PEN BALLPOINT,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1313.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1313.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1313.1a_th.jpg
23-01314,23-01314,QUAD 7,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,METAL,METAL UNIDENTIFIED,PEN,PEN FOUNTAIN,,1,WHOLE/ENTIRE/COMPLETE,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1314.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1314.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1314.1a_th.jpg
23-01315,23-01315,QUAD 7,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,COMB,COMB,,1,WHOLE/ENTIRE/COMPLETE,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1315.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1315.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1315.1a_th.jpg
23-01377,23-01377,UNIT 12,COURTYARD,6,METAL,STEEL,,,SCREW,,,1,BODY,,,"MISSIMH THE END, SLOTTED-HEAD SCREW, ALSO THE SPIRAL PARTS STARTS 4.4CM BELOW THE HEAD",A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1377.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1377.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1377.1a_th.jpg
23-01479,23-01479,AREA 6,,SURFACE,METAL,STEEL,,,SCREW,,,1,WHOLE/ENTIRE/COMPLETE,,,POSSIBLY AN OVAL HEAD MACHINCE SCREW (ALSO HAS A PHILLIPS HEAD),E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1479.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1479.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1479.1e_th.jpg
23-01482,23-01482,AREA 6,,SURFACE,METAL,ALUMINUM,,,OPENER,PULL TAB,,1,WHOLE/ENTIRE/COMPLETE,1975,2015,STATAB,F,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1482.1f.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1482.1f_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1482.1f_th.jpg
23-01536,23-01536,UNIT 13,COURTYARD,8,METAL,IRON,,,NAIL,NAIL WIRE ROOFING,WIRE DRAWN,1,WHOLE/ENTIRE/COMPLETE,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1536.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1536.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1536.1a_th.jpg
23-01654,23-01654,AREA 3,,SURFACE,ORGANIC,LEATHER,,,GLOVE,GLOVE WORK,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1654.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1654.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1654.1a_th.jpg
23-01659,23-01659,AREA 3,,SURFACE,SYNTHETIC,ELASTIC,FIBER,,HAIR ACCESSORY,HAIR ACCESSORY,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1659.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1659.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1659.1a_th.jpg
23-01660,23-01660,AREA 3,,SURFACE,SYNTHETIC,RUBBER HARD,,,EAR BUD,EAR BUD,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1660.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1660.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1660.1a_th.jpg
23-01661,23-01661,AREA 3,,SURFACE,SYNTHETIC,PLASTIC MISC,,,WRAPPER,WRAPPER TAMPON,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1661.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1661.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1661.1a_th.jpg
23-01664,23-01664,AREA 3,,SURFACE,ORGANIC,PAPER,,,CIGARETTE,CIGARETTE FILTER,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1664.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1664.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1664.1a_th.jpg
23-01668,23-01668,QUAD 2,DOWNHILL,SURFACE,SYNTHETIC,PLASTIC MISC,,,WRAPPER,WRAPPER,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1668.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1668.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1668.1a_th.jpg
23-01682,23-01682,UNIT 2,FRONT,2,ORGANIC,WOOD,METAL,METAL UNIDENTIFIED,PENCIL,PENCIL WOOD,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1682.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1682.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1682.1a_th.jpg
23-01684,23-01684,UNIT 2,FRONT,2,ORGANIC,WOOD,,,PENCIL,PENCIL WOOD,,6,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1684.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1684.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1684.1g_th.jpg
23-01721,23-01721,AREA 4,,SURFACE,SYNTHETIC,PLASTIC MISC,,,BUCKLE,BUCKLE MISC,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1721.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1721.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1721.1a_th.jpg
23-01728,23-01728,AREA 5,,SURFACE,SYNTHETIC,PLASTIC MISC,METAL,ALUMINUM,BOTTLE,BOTTLE BEVERAGE MISC,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1728.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1728.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1728.1a_th.jpg
23-01731,23-01731,AREA 5,,SURFACE,ORGANIC,PAPER,,,CANDY WRAPPER,STICK,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1731.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1731.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1731.1a_th.jpg
23-01744,23-01744,UNIT 22,DOWNHILL,10,METAL,METAL UNIDENTIFIED,SYNTHETIC,PLASTIC MISC,BUTTON,BUTTON STUD,,1,WHOLE/ENTIRE/COMPLETE,,,"BLACK, HAS GREEK PATTERN AROUND",A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1744.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1744.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1744.1a_th.jpg
23-01748,23-01748,UNIT 1,FRONT,2,METAL,ALUMINUM,,,BUTTON,,,1,WHOLE/ENTIRE/COMPLETE,,,SHINY,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1748.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1748.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1748.1a_th.jpg
23-01768,23-01768,UNIT 2,FRONT,2,SYNTHETIC,PLASTIC MISC,,,PLASTIC UNIDENTIFIED,TOY,,2,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1768.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1768.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1768.1g_th.jpg
23-01789,23-01789,UNIT 2,FRONT,2,SYNTHETIC,PLASTIC MISC,,,TOY,DOLL,,1,ARM,,,PLASTIC DOLL ARM,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1789.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1789.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1789.1a_th.jpg
23-01794,23-01794,UNIT 2,FRONT,2,SYNTHETIC,PLASTIC MISC,,,WRAPPER,CANDY WRAPPER,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1794.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1794.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1794.1a_th.jpg
23-01805,23-01805,QUAD 13,DOWNHILL,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),1,FINISH,1940,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1805.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1805.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1805.1a_th.jpg
23-01823,23-01823,QUAD 13,DOWNHILL,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),3,BODY,,,PLASTIC LABEL,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1823.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1823.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1823.1g_th.jpg
23-01825,23-01825,QUAD 13,DOWNHILL,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE ALCOHOL MISC,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),2,BASE,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1825.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1825.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1825.1g_th.jpg
